2;1;-1;270;0.2676836698995023;-2.394151340884093
2;1;1;270;0.2966153420511206;-1.8456141495438503
0;0;-1;180;1.70599777232582;-24.4431919253631
0;2;1;0;5.047235912311041;-82.88273332521717
0;3;-1;270;0.47420174124694264;3.2888193228574174
0;2;1;0;1.8996224961413637;-19.823397670661755
0;1;-1;180;1.590958605718927;-13.145448822426152
0;0;-1;180;1.1313299578050542;9.54992425146667
0;1;-1;180;0.7253364531458285;12.521918171169997
1;2;1;90;0.0733424422838232;36.178635637070826
3;1;-1;180;0.17225440939469996;19.180479081733644
2;0;-1;0;-0.08932726782561493;25.200043132341033
3;3;1;90;0.022487130994601916;20.846431620633606
1;3;-1;180;0.02405489581430713;20.46426472581711
1;2;-1;270;0.2078408973219344;14.335615420749743
0;0;-1;90;-0.8199741806700869;70.36128861989543
0;2;1;270;-2.1287119882555157;84.25890167889541
2;3;1;0;-0.05789459604974541;48.85510428149385
2;1;-1;0;-0.2022674977284066;53.946448215228486
2;0;-1;270;-0.43301747257075346;40.760423345945156
1;2;1;0;-0.03810139338125062;24.281254128678558
0;2;-1;0;-0.6229639794640938;35.83231817382816
1;3;-1;270;0.22793412991065123;12.557019795218267
2;1;1;90;0.26769239205285444;5.655429403740968
0;0;-1;180;-0.5596078837216447;57.57198250896599
2;0;-1;0;1.2099080369157875;-6.994804898157777
1;1;1;0;0.6749655715952642;6.919413534191144
3;1;1;270;1.1783636224066045;-0.9448701691469953
0;2;-1;180;26.64730889937778;-448.08297331150084
0;2;1;0;23.54576222350497;-387.0954203479261
2;3;1;90;0.825428267898382;12.328738862359275
2;0;-1;0;-1.219270532325425;67.88952883765705
2;3;1;270;-0.157499136203256;40.998410749379374
1;2;-1;180;0.2869831613666289;4.416756218290111
3;1;-1;0;0.8956429684947171;16.5640081083301
1;1;1;180;-0.47611798855112436;185.19155412133935
2;0;1;0;1.6406087237935048;111.47601093129042
2;0;-1;180;2.488569935972786;68.42943284445168
1;2;1;90;0.4527023368392676;108.9271488740173
0;0;-1;270;-3.165374466788545;168.50809678443272
2;3;1;90;-0.08953524561943221;49.10390143162767
1;1;1;0;-0.08343056336123064;51.20242982617837
3;1;1;0;0.8559806041297141;14.154110550316027
2;3;-1;90;-0.19761200081921504;168.6160794670206
2;3;1;90;-0.2987257909311006;191.50214261096104
3;1;1;0;-0.21572982314411102;186.06821670761948
2;3;1;180;-0.9147418102052594;139.71614072681103
1;1;-1;270;0.3149628262822646;2.5191917731544264
1;1;1;270;-0.11704168112651937;47.16548144736317
2;3;1;270;-0.166506421866835;46.17700523757865
1;0;1;90;-2.3975417784713158;127.06916305269895
3;1;-1;270;-0.6009447374924817;181.1426330769395
1;2;1;0;-0.5789721868201557;196.95151401129152
1;3;-1;0;0.5726395979112581;112.74608622801271
3;1;1;180;0.8703697990578989;-17.680140246620752
3;1;-1;0;0.401505517403655;-6.313983034259165
0;1;-1;270;0.693968787662844;14.643364332247485
1;1;1;180;0.09689313736415958;29.023127543084826
2;3;-1;90;0.08901662348054834;24.04120166964315
1;3;1;0;-1.1553441052356745;152.81981428246348
3;3;1;270;-0.4788588770004212;166.01338707937083
2;0;-1;0;3.888456416643266;-3.0255216942791003
1;1;-1;90;0.6401924925583985;18.99002654494687
1;3;-1;270;0.28509410451305195;27.977404446805906
